Time,Pulse
02:00:13_980,51
02:00:13_990,51
02:00:14_000,51
02:00:14_010,51
02:00:14_020,51
02:00:14_030,51
02:00:14_040,51
02:00:14_050,51
02:00:14_060,51
02:00:14_070,51
02:00:14_080,51
02:00:14_090,51
02:00:14_100,51
02:00:14_110,51
02:00:14_120,51
02:00:14_130,51
02:00:14_140,51
02:00:14_150,51
02:00:14_160,51
02:00:14_170,51
02:00:14_180,51
02:00:14_190,51
02:00:14_200,51
02:00:14_210,51
02:00:14_220,51
02:00:14_230,51
02:00:14_240,51
02:00:14_250,51
02:00:14_260,51
02:00:14_270,51
02:00:14_280,51
02:00:14_290,51
02:00:14_300,51
02:00:14_310,51
02:00:14_320,51
02:00:14_330,51
02:00:14_340,51
02:00:14_350,51
02:00:14_360,51
02:00:14_370,51
02:00:14_380,51
02:00:14_390,51
02:00:14_400,51
02:00:14_410,51
02:00:14_420,51
02:00:14_430,51
02:00:14_440,51
02:00:14_450,51
02:00:14_460,51
02:00:14_470,51
02:00:14_480,51
02:00:14_490,51
02:00:14_500,51
02:00:14_510,51
02:00:14_520,51
02:00:14_530,51
02:00:14_540,51
02:00:14_550,51
02:00:14_560,51
02:00:14_570,51
02:00:14_580,51
02:00:14_590,51
02:00:14_600,51
02:00:14_610,51
02:00:14_620,51
02:00:14_630,51
02:00:14_640,51
02:00:14_650,51
02:00:14_660,51
02:00:14_670,51
02:00:14_680,51
02:00:14_690,51
02:00:14_700,51
02:00:14_710,51
02:00:14_720,51
02:00:14_730,51
02:00:14_740,51
02:00:14_750,51
02:00:14_760,51
02:00:14_770,51
02:00:14_780,51
02:00:14_790,51
02:00:14_800,51
02:00:14_810,51
02:00:14_820,51
02:00:14_830,51
02:00:14_840,51
02:00:14_850,51
02:00:14_860,51
02:00:14_870,51
02:00:14_880,51
02:00:14_890,51
02:00:14_900,51
02:00:14_910,51
02:00:14_920,51
02:00:14_930,51
02:00:14_940,51
02:00:14_950,51
02:00:14_960,51
02:00:14_970,51
02:00:14_980,51
02:00:14_990,51
02:00:15_000,51
02:00:15_010,51
02:00:15_020,51
02:00:15_030,51
02:00:15_040,51
02:00:15_050,51
02:00:15_060,51
02:00:15_070,51
02:00:15_080,51
02:00:15_090,51
02:00:15_100,51
02:00:15_110,51
02:00:15_120,51
02:00:15_130,51
02:00:15_140,51
02:00:15_150,51
02:00:15_160,51
02:00:15_170,51
02:00:15_180,51
02:00:15_190,51
02:00:15_200,51
02:00:15_210,51
02:00:15_220,51
02:00:15_230,51
02:00:15_240,51
02:00:15_250,51
02:00:15_260,51
02:00:15_270,51
02:00:15_280,51
02:00:15_290,51
02:00:15_300,51
02:00:15_310,51
02:00:15_320,51
02:00:15_330,51
02:00:15_340,51
02:00:15_350,51
02:00:15_360,51
02:00:15_370,51
02:00:15_380,51
02:00:15_390,51
02:00:15_400,51
02:00:15_410,51
02:00:15_420,51
02:00:15_430,51
02:00:15_440,51
02:00:15_450,51
02:00:15_460,51
02:00:15_470,51
02:00:15_480,51
02:00:15_490,51
02:00:15_500,51
02:00:15_510,51
02:00:15_520,51
02:00:15_530,51
02:00:15_540,51
02:00:15_550,51
02:00:15_560,51
02:00:15_570,51
02:00:15_580,51
02:00:15_590,51
02:00:15_600,51
02:00:15_610,51
02:00:15_620,51
02:00:15_630,51
02:00:15_640,51
02:00:15_650,51
02:00:15_660,51
02:00:15_670,51
02:00:15_680,51
02:00:15_690,51
02:00:15_700,51
02:00:15_710,51
02:00:15_720,51
02:00:15_730,51
02:00:15_740,51
02:00:15_750,51
02:00:15_760,51
02:00:15_770,51
02:00:15_780,51
02:00:15_790,51
02:00:15_800,51
02:00:15_810,51
02:00:15_820,51
02:00:15_830,51
02:00:15_840,51
02:00:15_850,51
02:00:15_860,51
02:00:15_870,51
02:00:15_880,51
02:00:15_890,51
02:00:15_900,51
02:00:15_910,51
02:00:15_920,51
02:00:15_930,51
02:00:15_940,51
02:00:15_950,51
02:00:15_960,51
02:00:15_970,51
02:00:15_980,51
02:00:15_990,51
02:00:16_000,51
02:00:16_010,51
02:00:16_020,51
02:00:16_030,51
02:00:16_040,51
02:00:16_050,51
02:00:16_060,51
02:00:16_070,51
02:00:16_080,51
02:00:16_090,51
02:00:16_100,51
02:00:16_110,51
02:00:16_120,51
02:00:16_130,51
02:00:16_140,51
02:00:16_150,51
02:00:16_160,51
02:00:16_170,51
02:00:16_180,51
02:00:16_190,51
02:00:16_200,51
02:00:16_210,51
02:00:16_220,51
02:00:16_230,51
02:00:16_240,51
02:00:16_250,51
02:00:16_260,51
02:00:16_270,51
02:00:16_280,51
02:00:16_290,51
02:00:16_300,51
02:00:16_310,51
02:00:16_320,51
02:00:16_330,51
02:00:16_340,51
02:00:16_350,51
02:00:16_360,51
02:00:16_370,51
02:00:16_380,51
02:00:16_390,51
02:00:16_400,51
02:00:16_410,51
02:00:16_420,51
02:00:16_430,51
02:00:16_440,51
02:00:16_450,51
02:00:16_460,51
02:00:16_470,51
02:00:16_480,51
02:00:16_490,51
02:00:16_500,51
02:00:16_510,51
02:00:16_520,51
02:00:16_530,51
02:00:16_540,51
02:00:16_550,51
02:00:16_560,51
02:00:16_570,51
02:00:16_580,51
02:00:16_590,51
02:00:16_600,51
02:00:16_610,51
02:00:16_620,51
02:00:16_630,51
02:00:16_640,51
02:00:16_650,51
02:00:16_660,51
02:00:16_670,51
02:00:16_680,51
02:00:16_690,51
02:00:16_700,51
02:00:16_710,51
02:00:16_720,51
02:00:16_730,51
02:00:16_740,51
02:00:16_750,51
02:00:16_760,51
02:00:16_770,51
02:00:16_780,51
02:00:16_790,51
02:00:16_800,51
02:00:16_810,51
02:00:16_820,51
02:00:16_830,51
02:00:16_840,51
02:00:16_850,51
02:00:16_860,51
02:00:16_870,51
02:00:16_880,51
02:00:16_890,51
02:00:16_900,51
02:00:16_910,51
02:00:16_920,51
02:00:16_930,51
02:00:16_940,51
02:00:16_950,51
02:00:16_960,51
02:00:16_970,51
02:00:16_980,51
02:00:16_990,51
02:00:17_000,51
02:00:17_010,51
02:00:17_020,51
02:00:17_030,51
02:00:17_040,51
02:00:17_050,51
02:00:17_060,51
02:00:17_070,51
02:00:17_080,51
02:00:17_090,51
02:00:17_100,51
02:00:17_110,51
02:00:17_120,51
02:00:17_130,51
02:00:17_140,51
02:00:17_150,51
02:00:17_160,51
02:00:17_170,51
02:00:17_180,51
02:00:17_190,51
02:00:17_200,51
02:00:17_210,51
02:00:17_220,51
02:00:17_230,51
02:00:17_240,51
02:00:17_250,51
02:00:17_260,51
02:00:17_270,51
02:00:17_280,51
02:00:17_290,51
02:00:17_300,51
02:00:17_310,51
02:00:17_320,51
02:00:17_330,51
02:00:17_340,51
02:00:17_350,51
02:00:17_360,51
02:00:17_370,51
02:00:17_380,51
02:00:17_390,51
02:00:17_400,51
02:00:17_410,51
02:00:17_420,51
02:00:17_430,51
02:00:17_440,51
02:00:17_450,51
02:00:17_460,51
02:00:17_470,51
02:00:17_480,51
02:00:17_490,51
02:00:17_500,51
02:00:17_510,51
02:00:17_520,51
02:00:17_530,51
02:00:17_540,51
02:00:17_550,51
02:00:17_560,51
02:00:17_570,51
02:00:17_580,51
02:00:17_590,51
02:00:17_600,51
02:00:17_610,51
02:00:17_620,51
02:00:17_630,51
02:00:17_640,51
02:00:17_650,51
02:00:17_660,51
02:00:17_670,51
02:00:17_680,51
02:00:17_690,51
02:00:17_700,51
02:00:17_710,51
02:00:17_720,51
02:00:17_730,51
02:00:17_740,51
02:00:17_750,51
02:00:17_760,51
02:00:17_770,51
02:00:17_780,51
02:00:17_790,51
02:00:17_800,51
02:00:17_810,51
02:00:17_820,51
02:00:17_830,51
02:00:17_840,51
02:00:17_850,51
02:00:17_860,51
02:00:17_870,51
02:00:17_880,51
02:00:17_890,51
02:00:17_900,51
02:00:17_910,51
02:00:17_920,51
02:00:17_930,51
02:00:17_940,51
02:00:17_950,51
02:00:17_960,51
02:00:17_970,51
02:00:17_980,51
02:00:17_990,51
02:00:18_000,51
02:00:18_010,51
02:00:18_020,51
02:00:18_030,51
02:00:18_040,51
02:00:18_050,51
02:00:18_060,51
02:00:18_070,51
02:00:18_080,51
02:00:18_090,51
02:00:18_100,51
02:00:18_110,51
02:00:18_120,51
02:00:18_130,51
02:00:18_140,51
02:00:18_150,51
02:00:18_160,51
02:00:18_170,51
02:00:18_180,51
02:00:18_190,51
02:00:18_200,51
02:00:18_210,51
02:00:18_220,51
02:00:18_230,51
02:00:18_240,51
02:00:18_250,51
02:00:18_260,51
02:00:18_270,51
02:00:18_280,51
02:00:18_290,51
02:00:18_300,51
02:00:18_310,51
02:00:18_320,51
02:00:18_330,51
02:00:18_340,51
02:00:18_350,51
02:00:18_360,51
02:00:18_370,51
02:00:18_380,51
02:00:18_390,51
02:00:18_400,51
02:00:18_410,51
02:00:18_420,51
02:00:18_430,51
02:00:18_440,51
02:00:18_450,51
02:00:18_460,51
02:00:18_470,51
02:00:18_480,51
02:00:18_490,51
02:00:18_500,51
02:00:18_510,51
02:00:18_520,51
02:00:18_530,51
02:00:18_540,51
02:00:18_550,51
02:00:18_560,51
02:00:18_570,51
02:00:18_580,51
02:00:18_590,51
02:00:18_600,51
02:00:18_610,51
02:00:18_620,51
02:00:18_630,51
02:00:18_640,51
02:00:18_650,51
02:00:18_660,51
02:00:18_670,51
02:00:18_680,51
02:00:18_690,51
02:00:18_700,51
02:00:18_710,51
02:00:18_720,51
02:00:18_730,51
02:00:18_740,51
02:00:18_750,51
02:00:18_760,51
02:00:18_770,51
02:00:18_780,51
02:00:18_790,51
02:00:18_800,51
02:00:18_810,51
02:00:18_820,51
02:00:18_830,51
02:00:18_840,51
02:00:18_850,51
02:00:18_860,51
02:00:18_870,51
02:00:18_880,51
02:00:18_890,51
02:00:18_900,51
02:00:18_910,51
02:00:18_920,51
02:00:18_930,51
02:00:18_940,51
02:00:18_950,51
02:00:18_960,51
02:00:18_970,51
02:00:18_980,51
02:00:18_990,51
02:00:19_000,51
02:00:19_010,51
02:00:19_020,51
02:00:19_030,51
02:00:19_040,51
02:00:19_050,51
02:00:19_060,51
02:00:19_070,51
02:00:19_080,51
02:00:19_090,51
02:00:19_100,51
02:00:19_110,51
02:00:19_120,51
02:00:19_130,51
02:00:19_140,51
02:00:19_150,51
02:00:19_160,51
02:00:19_170,51
02:00:19_180,51
02:00:19_190,51
02:00:19_200,51
02:00:19_210,51
02:00:19_220,51
02:00:19_230,51
02:00:19_240,51
02:00:19_250,51
02:00:19_260,51
02:00:19_270,51
02:00:19_280,51
02:00:19_290,51
02:00:19_300,51
02:00:19_310,51
02:00:19_320,51
02:00:19_330,51
02:00:19_340,51
02:00:19_350,51
02:00:19_360,51
02:00:19_370,51
02:00:19_380,51
02:00:19_390,51
02:00:19_400,51
02:00:19_410,51
02:00:19_420,51
02:00:19_430,51
02:00:19_440,51
02:00:19_450,51
02:00:19_460,51
02:00:19_470,51
02:00:19_480,51
02:00:19_490,51
02:00:19_500,51
02:00:19_510,51
02:00:19_520,51
02:00:19_530,51
02:00:19_540,51
02:00:19_550,51
02:00:19_560,51
02:00:19_570,51
02:00:19_580,51
02:00:19_590,51
02:00:19_600,51
02:00:19_610,51
02:00:19_620,51
02:00:19_630,51
02:00:19_640,51
02:00:19_650,51
02:00:19_660,51
02:00:19_670,51
02:00:19_680,51
02:00:19_690,51
02:00:19_700,51
02:00:19_710,51
02:00:19_720,51
02:00:19_730,51
02:00:19_740,51
02:00:19_750,51
02:00:19_760,51
02:00:19_770,51
02:00:19_780,51
02:00:19_790,51
02:00:19_800,51
02:00:19_810,51
02:00:19_820,51
02:00:19_830,51
02:00:19_840,51
02:00:19_850,51
02:00:19_860,51
02:00:19_870,51
02:00:19_880,51
02:00:19_890,51
02:00:19_900,51
02:00:19_910,51
02:00:19_920,51
02:00:19_930,51
02:00:19_940,51
02:00:19_950,51
02:00:19_960,51
02:00:19_970,51
02:00:19_980,51
02:00:19_990,51
02:00:20_000,51
02:00:20_010,51
02:00:20_020,51
02:00:20_030,51
02:00:20_040,51
02:00:20_050,51
02:00:20_060,51
02:00:20_070,51
02:00:20_080,51
02:00:20_090,51
02:00:20_100,51
02:00:20_110,51
02:00:20_120,51
02:00:20_130,51
02:00:20_140,51
02:00:20_150,51
02:00:20_160,51
02:00:20_170,51
02:00:20_180,51
02:00:20_190,51
02:00:20_200,51
02:00:20_210,51
02:00:20_220,51
02:00:20_230,51
02:00:20_240,51
02:00:20_250,51
02:00:20_260,51
02:00:20_270,51
02:00:20_280,51
02:00:20_290,51
02:00:20_300,51
02:00:20_310,51
02:00:20_320,51
02:00:20_330,51
02:00:20_340,51
02:00:20_350,51
02:00:20_360,51
02:00:20_370,51
02:00:20_380,51
02:00:20_390,51
02:00:20_400,51
02:00:20_410,51
02:00:20_420,51
02:00:20_430,51
02:00:20_440,51
02:00:20_450,51
02:00:20_460,51
02:00:20_470,51
02:00:20_480,51
02:00:20_490,51
02:00:20_500,51
02:00:20_510,51
02:00:20_520,51
02:00:20_530,51
02:00:20_540,51
02:00:20_550,51
02:00:20_560,51
02:00:20_570,51
02:00:20_580,51
02:00:20_590,51
02:00:20_600,51
02:00:20_610,51
02:00:20_620,51
02:00:20_630,51
02:00:20_640,51
02:00:20_650,51
02:00:20_660,51
02:00:20_670,51
02:00:20_680,51
02:00:20_690,51
02:00:20_700,51
02:00:20_710,51
02:00:20_720,51
02:00:20_730,51
02:00:20_740,51
02:00:20_750,51
02:00:20_760,51
02:00:20_770,51
02:00:20_780,51
02:00:20_790,51
02:00:20_800,51
02:00:20_810,51
02:00:20_820,51
02:00:20_830,51
02:00:20_840,51
02:00:20_850,51
02:00:20_860,51
02:00:20_870,51
02:00:20_880,51
02:00:20_890,51
02:00:20_900,51
02:00:20_910,51
02:00:20_920,51
02:00:20_930,51
02:00:20_940,51
02:00:20_950,51
02:00:20_960,51
02:00:20_970,51
02:00:20_980,51
02:00:20_990,51
02:00:21_000,51
02:00:21_010,51
02:00:21_020,51
02:00:21_030,51
02:00:21_040,51
02:00:21_050,51
02:00:21_060,51
02:00:21_070,51
02:00:21_080,51
02:00:21_090,51
02:00:21_100,51
02:00:21_110,51
02:00:21_120,51
02:00:21_130,51
02:00:21_140,51
02:00:21_150,51
02:00:21_160,51
02:00:21_170,51
02:00:21_180,51
02:00:21_190,51
02:00:21_200,51
02:00:21_210,51
02:00:21_220,51
02:00:21_230,51
02:00:21_240,51
02:00:21_250,51
02:00:21_260,51
02:00:21_270,51
02:00:21_280,51
02:00:21_290,51
02:00:21_300,51
02:00:21_310,51
02:00:21_320,51
02:00:21_330,51
02:00:21_340,51
02:00:21_350,51
02:00:21_360,51
02:00:21_370,51
02:00:21_380,51
02:00:21_390,51
02:00:21_400,51
02:00:21_410,51
02:00:21_420,51
02:00:21_430,51
02:00:21_440,51
02:00:21_450,51
02:00:21_460,51
02:00:21_470,51
02:00:21_480,51
02:00:21_490,51
02:00:21_500,51
02:00:21_510,51
02:00:21_520,51
02:00:21_530,51
02:00:21_540,51
02:00:21_550,51
02:00:21_560,51
02:00:21_570,51
02:00:21_580,51
02:00:21_590,51
02:00:21_600,51
02:00:21_610,51
02:00:21_620,51
02:00:21_630,51
02:00:21_640,51
02:00:21_650,51
02:00:21_660,51
02:00:21_670,51
02:00:21_680,51
02:00:21_690,51
02:00:21_700,51
02:00:21_710,51
02:00:21_720,51
02:00:21_730,51
02:00:21_740,51
02:00:21_750,51
02:00:21_760,51
02:00:21_770,51
02:00:21_780,51
02:00:21_790,51
02:00:21_800,51
02:00:21_810,51
02:00:21_820,51
02:00:21_830,51
02:00:21_840,51
02:00:21_850,51
02:00:21_860,51
02:00:21_870,51
02:00:21_880,51
02:00:21_890,51
02:00:21_900,51
02:00:21_910,51
02:00:21_920,51
02:00:21_930,51
02:00:21_940,51
02:00:21_950,51
02:00:21_960,51
02:00:21_970,51
02:00:21_980,51
02:00:21_990,51
02:00:22_000,51
02:00:22_010,51
02:00:22_020,51
02:00:22_030,51
02:00:22_040,51
02:00:22_050,51
02:00:22_060,51
02:00:22_070,51
02:00:22_080,51
02:00:22_090,51
02:00:22_100,51
02:00:22_110,51
02:00:22_120,51
02:00:22_130,51
02:00:22_140,51
02:00:22_150,51
02:00:22_160,51
02:00:22_170,51
02:00:22_180,51
02:00:22_190,51
02:00:22_200,51
02:00:22_210,51
02:00:22_220,51
02:00:22_230,51
02:00:22_240,51
02:00:22_250,51
02:00:22_260,51
02:00:22_270,54
02:00:22_280,54
02:00:22_290,54
02:00:22_300,54
02:00:22_310,54
02:00:22_320,54
02:00:22_330,54
02:00:22_340,54
02:00:22_350,54
02:00:22_360,54
02:00:22_370,54
02:00:22_380,54
02:00:22_390,54
02:00:22_400,54
02:00:22_410,54
02:00:22_420,54
02:00:22_430,54
02:00:22_440,54
02:00:22_450,54
02:00:22_460,54
02:00:22_470,54
02:00:22_480,54
02:00:22_490,54
02:00:22_500,54
02:00:22_510,54
02:00:22_520,54
02:00:22_530,54
02:00:22_540,54
02:00:22_550,54
02:00:22_560,54
02:00:22_570,54
02:00:22_580,54
02:00:22_590,54
02:00:22_600,54
02:00:22_610,54
02:00:22_620,54
02:00:22_630,54
02:00:22_640,54
02:00:22_650,54
02:00:22_660,54
02:00:22_670,54
02:00:22_680,54
02:00:22_690,54
02:00:22_700,54
02:00:22_710,54
02:00:22_720,54
02:00:22_730,54
02:00:22_740,54
02:00:22_750,54
02:00:22_760,54
02:00:22_770,54
02:00:22_780,54
02:00:22_790,54
02:00:22_800,54
02:00:22_810,54
02:00:22_820,54
02:00:22_830,54
02:00:22_840,54
02:00:22_850,54
02:00:22_860,54
02:00:22_870,54
02:00:22_880,54
02:00:22_890,54
02:00:22_900,54
02:00:22_910,54
02:00:22_920,54
02:00:22_930,54
02:00:22_940,54
02:00:22_950,54
02:00:22_960,54
02:00:22_970,54
02:00:22_980,54
02:00:22_990,54
02:00:23_000,54
02:00:23_010,54
02:00:23_020,54
02:00:23_030,54
02:00:23_040,54
02:00:23_050,54
02:00:23_060,54
02:00:23_070,54
02:00:23_080,54
02:00:23_090,54
02:00:23_100,54
02:00:23_110,54
02:00:23_120,54
02:00:23_130,54
02:00:23_140,54
02:00:23_150,54
02:00:23_160,54
02:00:23_170,54
02:00:23_180,54
02:00:23_190,54
02:00:23_200,54
02:00:23_210,54
02:00:23_220,54
02:00:23_230,54
02:00:23_240,54
02:00:23_250,54
02:00:23_260,54
02:00:23_270,54
02:00:23_280,54
02:00:23_290,57
02:00:23_300,57
02:00:23_310,57
02:00:23_320,57
02:00:23_330,57
02:00:23_340,57
02:00:23_350,57
02:00:23_360,57
02:00:23_370,57
02:00:23_380,57
02:00:23_390,57
02:00:23_400,57
02:00:23_410,57
02:00:23_420,57
02:00:23_430,57
02:00:23_440,57
02:00:23_450,57
02:00:23_460,57
02:00:23_470,57
02:00:23_480,57
02:00:23_490,57
02:00:23_500,57
02:00:23_510,57
02:00:23_520,57
02:00:23_530,57
02:00:23_540,57
02:00:23_550,57
02:00:23_560,57
02:00:23_570,57
02:00:23_580,57
02:00:23_590,57
02:00:23_600,57
02:00:23_610,57
02:00:23_620,57
02:00:23_630,57
02:00:23_640,57
02:00:23_650,57
02:00:23_660,57
02:00:23_670,57
02:00:23_680,57
02:00:23_690,57
02:00:23_700,57
02:00:23_710,57
02:00:23_720,57
02:00:23_730,57
02:00:23_740,57
02:00:23_750,57
02:00:23_760,57
02:00:23_770,57
02:00:23_780,57
02:00:23_790,57
02:00:23_800,57
02:00:23_810,57
02:00:23_820,57
02:00:23_830,57
02:00:23_840,57
02:00:23_850,57
02:00:23_860,57
02:00:23_870,57
02:00:23_880,57
02:00:23_890,57
02:00:23_900,57
02:00:23_910,57
02:00:23_920,57
02:00:23_930,57
02:00:23_940,57
02:00:23_950,57
02:00:23_960,57
02:00:23_970,57
02:00:23_980,57
02:00:23_990,57
02:00:24_000,57
02:00:24_010,57
02:00:24_020,57
02:00:24_030,57
02:00:24_040,57
02:00:24_050,57
02:00:24_060,57
02:00:24_070,57
02:00:24_080,57
02:00:24_090,57
02:00:24_100,57
02:00:24_110,57
02:00:24_120,57
02:00:24_130,57
02:00:24_140,57
02:00:24_150,57
02:00:24_160,57
02:00:24_170,57
02:00:24_180,57
02:00:24_190,57
02:00:24_200,57
02:00:24_210,57
02:00:24_220,57
02:00:24_230,57
02:00:24_240,57
02:00:24_250,57
02:00:24_260,57
02:00:24_270,57
02:00:24_280,57
02:00:24_290,57
02:00:24_300,57
02:00:24_310,57
02:00:24_320,55
02:00:24_330,55
02:00:24_340,55
02:00:24_350,55
02:00:24_360,55
02:00:24_370,55
02:00:24_380,55
02:00:24_390,55
02:00:24_400,55
02:00:24_410,55
02:00:24_420,55
02:00:24_430,55
02:00:24_440,55
02:00:24_450,55
02:00:24_460,55
02:00:24_470,55
02:00:24_480,55
02:00:24_490,55
02:00:24_500,55
02:00:24_510,55
02:00:24_520,55
02:00:24_530,55
02:00:24_540,55
02:00:24_550,55
02:00:24_560,55
02:00:24_570,55
02:00:24_580,55
02:00:24_590,55
02:00:24_600,55
02:00:24_610,55
02:00:24_620,55
02:00:24_630,55
02:00:24_640,55
02:00:24_650,55
02:00:24_660,55
02:00:24_670,55
02:00:24_680,55
02:00:24_690,55
02:00:24_700,55
02:00:24_710,55
02:00:24_720,55
02:00:24_730,55
02:00:24_740,55
02:00:24_750,55
02:00:24_760,55
02:00:24_770,55
02:00:24_780,55
02:00:24_790,55
02:00:24_800,55
02:00:24_810,55
02:00:24_820,55
02:00:24_830,55
02:00:24_840,55
02:00:24_850,55
02:00:24_860,55
02:00:24_870,55
02:00:24_880,55
02:00:24_890,55
02:00:24_900,55
02:00:24_910,55
02:00:24_920,55
02:00:24_930,55
02:00:24_940,55
02:00:24_950,55
02:00:24_960,55
02:00:24_970,55
02:00:24_980,55
02:00:24_990,55
02:00:25_000,55
02:00:25_010,55
02:00:25_020,55
02:00:25_030,55
02:00:25_040,55
02:00:25_050,55
02:00:25_060,55
02:00:25_070,55
02:00:25_080,55
02:00:25_090,55
02:00:25_100,55
02:00:25_110,55
02:00:25_120,55
02:00:25_130,55
02:00:25_140,55
02:00:25_150,55
02:00:25_160,55
02:00:25_170,55
02:00:25_180,55
02:00:25_190,55
02:00:25_200,55
02:00:25_210,55
02:00:25_220,55
02:00:25_230,55
02:00:25_240,55
02:00:25_250,55
02:00:25_260,55
02:00:25_270,55
02:00:25_280,55
02:00:25_290,55
02:00:25_300,55
02:00:25_310,55
02:00:25_320,55
02:00:25_330,55
02:00:25_340,53
02:00:25_350,53
02:00:25_360,53
02:00:25_370,53
02:00:25_380,53
02:00:25_390,53
02:00:25_400,53
02:00:25_410,53
02:00:25_420,53
02:00:25_430,53
02:00:25_440,53
02:00:25_450,53
02:00:25_460,53
02:00:25_470,53
02:00:25_480,53
02:00:25_490,53
02:00:25_500,53
02:00:25_510,53
02:00:25_520,53
02:00:25_530,53
02:00:25_540,53
02:00:25_550,53
02:00:25_560,53
02:00:25_570,53
02:00:25_580,53
02:00:25_590,53
02:00:25_600,53
02:00:25_610,53
02:00:25_620,53
02:00:25_630,53
02:00:25_640,53
02:00:25_650,53
02:00:25_660,53
02:00:25_670,53
02:00:25_680,53
02:00:25_690,53
02:00:25_700,53
02:00:25_710,53
02:00:25_720,53
02:00:25_730,53
02:00:25_740,53
02:00:25_750,53
02:00:25_760,53
02:00:25_770,53
02:00:25_780,53
02:00:25_790,53
02:00:25_800,53
02:00:25_810,53
02:00:25_820,53
02:00:25_830,53
02:00:25_840,53
02:00:25_850,53
02:00:25_860,53
02:00:25_870,53
02:00:25_880,53
02:00:25_890,53
02:00:25_900,53
02:00:25_910,53
02:00:25_920,53
02:00:25_930,53
02:00:25_940,53
02:00:25_950,53
02:00:25_960,53
02:00:25_970,53
02:00:25_980,53
02:00:25_990,53
02:00:26_000,53
02:00:26_010,53
02:00:26_020,53
02:00:26_030,53
02:00:26_040,53
02:00:26_050,53
02:00:26_060,53
02:00:26_070,53
02:00:26_080,53
02:00:26_090,53
02:00:26_100,53
02:00:26_110,53
02:00:26_120,53
02:00:26_130,53
02:00:26_140,53
02:00:26_150,53
02:00:26_160,53
02:00:26_170,53
02:00:26_180,53
02:00:26_190,53
02:00:26_200,53
02:00:26_210,53
02:00:26_220,53
02:00:26_230,53
02:00:26_240,53
02:00:26_250,53
02:00:26_260,53
02:00:26_270,53
02:00:26_280,53
02:00:26_290,53
02:00:26_300,53
02:00:26_310,53
02:00:26_320,53
02:00:26_330,53
02:00:26_340,53
02:00:26_350,53
02:00:26_360,53
02:00:26_370,53
02:00:26_380,53
02:00:26_390,53
02:00:26_400,53
02:00:26_410,53
02:00:26_420,53
02:00:26_430,53
02:00:26_440,53
02:00:26_450,53
02:00:26_460,53
02:00:26_470,53
02:00:26_480,53
02:00:26_490,53
02:00:26_500,53
02:00:26_510,53
02:00:26_520,53
02:00:26_530,53
02:00:26_540,53
02:00:26_550,53
02:00:26_560,53
02:00:26_570,53
02:00:26_580,53
02:00:26_590,53
02:00:26_600,53
02:00:26_610,53
02:00:26_620,53
02:00:26_630,53
02:00:26_640,53
02:00:26_650,53
02:00:26_660,53
02:00:26_670,53
02:00:26_680,53
02:00:26_690,53
02:00:26_700,53
02:00:26_710,53
02:00:26_720,53
02:00:26_730,53
02:00:26_740,53
02:00:26_750,53
02:00:26_760,53
02:00:26_770,53
02:00:26_780,53
02:00:26_790,53
02:00:26_800,53
02:00:26_810,53
02:00:26_820,53
02:00:26_830,53
02:00:26_840,53
02:00:26_850,53
02:00:26_860,53
02:00:26_870,53
02:00:26_880,53
02:00:26_890,53
02:00:26_900,53
02:00:26_910,53
02:00:26_920,53
02:00:26_930,53
02:00:26_940,53
02:00:26_950,53
02:00:26_960,53
02:00:26_970,53
02:00:26_980,53
02:00:26_990,53
02:00:27_000,53
02:00:27_010,53
02:00:27_020,53
02:00:27_030,53
02:00:27_040,53
02:00:27_050,53
02:00:27_060,53
02:00:27_070,53
02:00:27_080,53
02:00:27_090,53
02:00:27_100,53
02:00:27_110,53
02:00:27_120,53
02:00:27_130,53
02:00:27_140,53
02:00:27_150,53
02:00:27_160,53
02:00:27_170,53
02:00:27_180,53
02:00:27_190,53
02:00:27_200,53
02:00:27_210,53
02:00:27_220,53
02:00:27_230,53
02:00:27_240,53
02:00:27_250,53
02:00:27_260,53
02:00:27_270,53
02:00:27_280,53
02:00:27_290,53
02:00:27_300,53
02:00:27_310,53
02:00:27_320,53
02:00:27_330,53
02:00:27_340,53
02:00:27_350,53
02:00:27_360,53
02:00:27_370,53
02:00:27_380,53
02:00:27_390,53
02:00:27_400,53
02:00:27_410,53
02:00:27_420,53
02:00:27_430,53
02:00:27_440,53
02:00:27_450,53
02:00:27_460,53
02:00:27_470,53
02:00:27_480,53
02:00:27_490,53
02:00:27_500,53
02:00:27_510,53
02:00:27_520,53
02:00:27_530,53
02:00:27_540,53
02:00:27_550,53
02:00:27_560,53
02:00:27_570,53
02:00:27_580,53
02:00:27_590,53
02:00:27_600,53
02:00:27_610,53
02:00:27_620,53
02:00:27_630,53
02:00:27_640,53
02:00:27_650,53
02:00:27_660,53
02:00:27_670,53
02:00:27_680,53
02:00:27_690,53
02:00:27_700,53
02:00:27_710,53
02:00:27_720,53
02:00:27_730,53
02:00:27_740,53
02:00:27_750,53
02:00:27_760,53
02:00:27_770,53
02:00:27_780,53
02:00:27_790,53
02:00:27_800,53
02:00:27_810,53
02:00:27_820,53
02:00:27_830,53
02:00:27_840,53
02:00:27_850,53
02:00:27_860,53
02:00:27_870,53
02:00:27_880,53
02:00:27_890,53
02:00:27_900,53
02:00:27_910,53
02:00:27_920,53
02:00:27_930,53
02:00:27_940,53
02:00:27_950,53
02:00:27_960,53
